Manufacturer,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban Cold,Metric Extra-Urban,Metric Combined,Imperial Urban Cold,Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel_Cost_12000_Miles,Noise Level dBA,Emissions CO mg/km,Emissions Nox mg/km
RENAULT,dCi 110 S/S,M6,1461,Diesel,3.9,3.4,3.6,72.4,83.1,78.5,93,855,72.8,171,64
RENAULT,dCi 110 16/17 inch wheel,M6,1461,Diesel,4.1,3.5,3.7,68.9,80.7,76.4,96,878,72,235,34
RENAULT,dCi 110 16/17 inch wheel EDC,A6,1461,Diesel,4.1,3.6,3.8,68.9,78.5,74.3,97,903,69.9,163,38
RENAULT,dCi 110 18 inch wheel EDC,A6,1461,Diesel,4.2,3.6,3.8,67.3,78.5,74.3,99,903,69.9,163,38
RENAULT,dCi 110,M6,1461,Diesel,4.2,3.7,3.9,67.2,76.3,72.4,100,927,72.5,112,30
RENAULT,dCi 110 Hybrid Assist,M6,1461,Diesel,4,3.2,3.5,70.6,88.3,80.7,94,831,71.2,119,45
SEAT,1.4 TDI 105PS Stop-Start,M5,1422,Diesel,4.4,3.6,3.9,64.2,78.5,72.4,100,927,72,146,54
SEAT,1.4 TDI 75PS Stop-Start Ecomotive,M5,1422,Diesel,4.2,3.4,3.7,67.3,83.1,76.3,95,879,71,142,43
SEAT,1.2 TDI 75PS Ecomotive,M5,1422,Diesel,4.1,3.3,3.6,68.9,85.6,78.5,93,855,71,142,43
SEAT,1.4 TDI 105PS,M5,1422,Diesel,4.4,3.6,3.9,64.2,78.5,72.4,100,927,72,146,54
SEAT,1.4 TDI 90PS 7speed DSG,D7,1422,Diesel,4.2,3.6,3.8,67.3,78.5,74.3,99,903,71,128,44
SKODA,1.6 TDI 110PS DSG Stop-Start with 16'' wheels,D6,1598,Diesel,4.2,3.6,3.8,67.3,78.5,74.3,99,903,72,94,37
SKODA,1.6 TDI 110PS Stop-Start with 16'' wheels,M6,1598,Diesel,4.4,3.5,3.8,64.2,80.7,74.3,99,903,72,168,69
SKODA,1.6 TDI 110PS Stop-Start DSG with 16'' wheels,D6,1598,Diesel,4.2,3.5,3.7,67.3,80.7,76.3,99,879,72,94,37
SKODA,1.6 TDI 110PS Stop-Start with 16'' wheels,M5,1598,Diesel,4.4,3.4,3.8,64.2,83.1,74.3,99,903,72,168,69
SKODA,1.6 TDI 110PS Stop-Start with 17'' & 18'' wheels,M5,1598,Diesel,4.5,3.5,3.9,62.8,80.7,72.4,100,927,72,168,69
TOYOTA,1.4 D-4D 6-speed Manual with 15'' alloy wheels,6MT,1364,Diesel,4.4,3.5,3.9,64.2,80.1,72.4,100,927,68,64,60
TOYOTA,1.4 D-4D 6-speed Manual with 15'' steel wheels,6MT,1364,Diesel,4,3.2,3.5,70.6,88.3,80.7,92,831,68,54,57
TOYOTA,1.4 D-4D 6-speed Manual with 16'' alloy wheels,6MT,1364,Diesel,4,3.2,3.5,70.6,88.3,80.7,92,831,68,54,57
VAUXHALL,1.6 CDTi 110PS 16v Excite ecoFLEX Stop/Start with 16'' and 17'' wheels,M6,1598,Diesel,3.9,3.5,3.7,72.4,80.7,76.3,97,879,70,113,39
VAUXHALL,1.6 CDTi 110PS Design with 16'' wheels,M6,1598,Diesel,4.2,3.3,3.7,67.3,85.6,76.3,97,879,70,257,39
VAUXHALL,1.6 CDTi 110PS Elite NAV with 16'' 17'' and 18'' wheels,M6,1598,Diesel,4.2,3.3,3.7,67.3,85.6,76.3,97,879,70,243,29
VAUXHALL,1.6 CDTi 110PS SRI with 16'' 17'' and 18'' wheel,M6,1598,Diesel,4.2,3.3,3.7,67.3,85.6,76.3,97,879,70,243,29
VAUXHALL,1.6 CDTi 110PS Tech Line with 16'' 17'' and 18'' wheels,M6,1598,Diesel,4.2,3.3,3.7,67.3,85.6,76.3,97,879,70,257,39
VAUXHALL,"1.6i 110PS  Tech Line CDTi 16V Stop / Start EcoFlex  with 15"" 16""and 17"" wheel",M6,1598,Diesel,3.9,3.5,3.7,72.4,80.7,76.3,97,879,70,113,39
VAUXHALL,1.6i CDTi 110PS Design with 16'' 17'' and 18'' wheels,M6,1598,Diesel,4.2,3.3,3.7,67.3,85.6,76.3,97,879,70,257,39
VAUXHALL,1.6 CDTi 100PS SRi NAV ecoFLEX Stop/Start with 16'' and 17'' wheels,M6,1598,Diesel,3.9,3.2,3.5,72.4,88.3,80.7,92,831,70,269,48
VAUXHALL,1.3 CDTi 75PS SRi Stop/Start ecoFLEX with 16'' wheels,M5,1248,Diesel,4.5,3.3,3.7,62.8,85.6,76.3,99,879,73,141,64
VAUXHALL,1.3 CDTi 75PS Life Stop/Start ecoFLEX with 15'' & 16'' wheels,M5,1248,Diesel,4.6,3.3,3.8,61.4,85.6,74.3,100,903,73,141,64
VAUXHALL,1.3 CDTi 75PS SRi Stop/Start ecoFLEX with 16'' wheels,M5,1248,Diesel,4.5,3.3,3.7,62.8,85.6,76.3,99,879,73,141,64
VAUXHALL,1.3 CDTi 75PS Energy Stop/Start ecoFLEX with 16'' wheels,M5,1248,Diesel,4.4,3.3,3.6,64.2,85.6,78.5,96,855,73,72,50
VAUXHALL,1.3 CDTi 75PS Police with 15'' and 16'' wheels,M5,1248,Diesel,4.6,3.3,3.8,61.4,85.6,74.3,100,903,73,43,30
VAUXHALL,1.4 CDTi 75PS Police Stop/Start ecoFLEX with 15'' and 16'' wheels,M5,1248,Diesel,4.6,3.3,3.8,61.4,85.6,74.3,100,903,73,43,30
VOLKSWAGEN,1.6 TDI 120PS BlueMotion,M6,1598,Diesel,4.4,3.4,3.8,64.2,83.1,74.3,96,903,72,201,55
VOLKSWAGEN,1.6 TDI SCR 120PS Stop-Start BlueMotion,M6,1598,Diesel,4.3,3.3,3.7,65.7,85.6,76.3,95,879,72,201,55
VOLKSWAGEN,1.4 TDI 75PS Stop-Start beats,M5,1422,Diesel,4.3,3.5,3.8,65.7,80.7,74.3,97,903,71,142,43
VOLKSWAGEN,1.4 TDI 75PS Stop-Start Match,M5,1422,Diesel,4.3,3.5,3.8,65.7,80.7,74.3,97,903,71,142,43
VOLKSWAGEN,1.4 TDI 90PS Stop-Start R-Line,M5,1422,Diesel,4.3,3.5,3.8,65.7,80.7,74.3,97,903,71,142,43
VOLKSWAGEN,1.4 TDI 90PS Stop-Start SEL,M5,1422,Diesel,4.3,3.5,3.8,65.7,80.7,74.3,97,903,71,142,43
VOLVO,D2,6MT,1969,Diesel,4.3,3.5,3.8,65.7,80.7,74.3,99,903,71,171,41
VOLVO,D2 Cross Country,6MT,1969,Diesel,4.2,3.4,3.7,67.3,83.1,76.4,96,878,73,215,27
VOLVO,D3,6MT,1969,Diesel,4.4,3.5,3.8,64.2,80.7,74.3,99,903,71,175,57
VOLVO,D3 Cross Country,6MT,1969,Diesel,4.4,3.5,3.8,64.2,80.7,74.3,99,903,72,194,39
VOLVO,D4,6MT,1969,Diesel,4.2,3.6,3.8,67.3,78.5,74.3,99,903,73,117,73
VOLVO,D2,6MT,1969,Diesel,4,3.3,3.6,70.6,85.6,78.5,94,855,73,98,42
VOLVO,D2 CROSS COUNTRY,6MT,1969,Diesel,4.2,3.6,3.8,67.3,78.5,74.3,99,903,72,112,50
VOLVO,D2,6MT,1969,Diesel,4,3.3,3.6,70.6,85.6,78.5,94,855,73,98,42
VOLVO,D2 CROSS COUNTRY,6MT,1969,Diesel,4.2,3.6,3.8,67.3,78.5,74.3,96,903,73,102,35
VOLVO,D4,6MT,1969,Diesel,4.2,3.6,3.8,67.3,78.5,74.3,99,903,73,110,74
ALFA ROMEO,2.2 JTDM 180 BHP,A8,2143,Diesel,5.3,3.5,4.2,53.3,80.7,67.3,109,997,72.6,111,67
ALFA ROMEO,2.2 JTDM 180 bhp,A8,2143,Diesel,5.3,3.5,4.2,53.3,80.7,67.3,109,997,71.2,111,68
ALFA ROMEO,2.0 JTDm-2 150 bhp (MY 2015),M6,1956,Diesel,5,3.7,4.2,56.5,76.3,67.3,110,997,74,239,46
AUDI,1.6 TDI 116PS 18'' wheels,M5,1598,Diesel,4.7,3.4,3.9,60.1,83.1,72.4,102,927,72,109,36
AUDI,1.6 TDI 116PS 7speed S tronic 17'' wheels,D7,1598,Diesel,4.5,3.5,3.9,62.8,80.7,72.4,101,927,71,109,27
AUDI,1.6 TDI 116PS 7speed S tronic 18'' wheels,D7,1598,Diesel,4.6,3.6,4,61.4,78.5,70.6,106,950,71,109,27
AUDI,1.6 TDI 116PS 18'' wheels,M5,1598,Diesel,4.7,3.4,3.9,60.1,83.1,72.4,102,927,72,109,36
AUDI,1.6 TDI 116PS 7speed S tronic 17'' wheels,D7,1598,Diesel,4.5,3.5,3.9,62.8,80.7,72.4,101,927,71,109,27
AUDI,1.6 TDI 116PS 7speed S tronic 18'' wheels,D7,1598,Diesel,4.6,3.6,4,61.4,78.5,70.6,106,950,71,109,27
AUDI,1.6 TDI 116PS 16'' wheels,M6,1598,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,110,997,71,181,42
AUDI,2.0 TDI 150PS 16'' wheels,M6,1968,Diesel,5.1,3.7,4.2,55.4,76.3,67.3,110,997,72,144,66
AUDI,1.6 TDI 116PS 16'' wheels,M6,1598,Diesel,4.5,3.7,4,62.8,76.3,70.6,106,950,71,181,42
AUDI,1.6 TDI 116PS 17'' wheels,M6,1598,Diesel,4.6,3.8,4.1,61.4,74.3,68.9,108,974,71,181,42
AUDI,1.6 TDI 116PS 18'' wheels,M6,1598,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,109,997,71,181,42
AUDI,1.6 TDI 116PS 7speed S-tronic 16'' wheels,D7,1598,Diesel,4.1,3.7,3.9,68.9,76.3,72.4,103,927,69,126,40
AUDI,1.6 TDI 116PS 7speed S-tronic 17'' wheels,D7,1598,Diesel,4.2,3.9,4,67.3,72.4,70.6,106,950,69,126,40
AUDI,1.6 TDI 116PS 7speed S-tronic 18'' wheels,D7,1598,Diesel,4.3,3.9,4,65.7,72.4,70.6,107,950,69,126,40
AUDI,2.0 TDI 150PS 16'' wheels,M6,1968,Diesel,4.9,3.5,4,57.6,80.7,70.6,105,950,72,144,66
AUDI,2.0 TDI 150PS 17'' wheels,M6,1968,Diesel,5,3.7,4.2,56.5,76.3,67.3,108,997,72,144,66
AUDI,2.0 TDI 150PS 18'' wheels,M6,1968,Diesel,5.1,3.8,4.3,55.4,74.3,65.7,109,1021,72,144,66
AUDI,1.6 TDI 116PS 17'' wheels,M6,1598,Diesel,4.6,3.7,4.1,61.4,76.3,68.9,107,974,71,181,42
AUDI,1.6 TDI 116PS 18'' wheels,M6,1598,Diesel,4.7,3.8,4.1,60.1,74.3,68.9,108,974,71,181,42
AUDI,1.6 TDI 116PS 7speed S-tronic 17'' wheels,D7,1598,Diesel,4.2,3.8,4,67.3,74.3,70.6,105,950,69,126,40
AUDI,1.6 TDI 116PS 7speed S-tronic 18'' wheels,D7,1598,Diesel,4.3,3.9,4,65.7,72.4,70.6,106,950,69,126,40
AUDI,2.0 TDI 150PS 17'' wheels,M6,1968,Diesel,5,3.7,4.2,56.5,76.3,67.3,107,997,72,144,66
AUDI,2.0 TDI 150PS 18'' wheels,M6,1968,Diesel,5.1,3.8,4.3,55.4,74.3,65.7,108,1021,72,144,66
AUDI,2.0 TDI 150PS 19'' wheels,M6,1968,Diesel,5.1,3.8,4.3,55.4,74.3,65.7,110,1021,72,144,66
AUDI,1.6 TDI 110PS 17'' wheels,M6,1598,Diesel,4.7,3.6,4,60.1,78.5,70.6,107,950,71,86,43
AUDI,1.6 TDI 110PS 18'' wheels,M6,1598,Diesel,4.8,3.7,4.1,58.9,76.3,68.9,108,974,71,86,43
AUDI,1.6 TDI 116PS 7speed S-tronic 16'' wheels,D7,1598,Diesel,4.1,3.7,3.9,68.9,76.3,72.4,103,927,69,126,40
AUDI,1.6 TDI 116PS 7speed S-tronic 17'' wheels,D7,1598,Diesel,4.2,3.9,4,67.3,72.4,70.6,106,950,69,126,40
AUDI,1.6 TDI 116PS 7speed S-tronic 18'' wheels,D7,1598,Diesel,4.3,3.9,4,65.7,72.4,70.6,107,950,69,126,40
AUDI,2.0 TDI 150PS 16'' wheels,M6,1968,Diesel,4.9,3.5,4,57.6,80.7,70.6,105,950,72,144,66
AUDI,2.0 TDI 150PS 17'' wheels,M6,1968,Diesel,5,3.7,4.2,56.5,76.3,67.3,108,997,72,144,66
AUDI,2.0 TDI 150PS 18'' wheels,M6,1968,Diesel,5.1,3.8,4.3,55.4,74.3,65.7,109,1021,72,144,66
AUDI,2.0 TDI 150PS Ultra 17'' wheels,M6,1968,Diesel,4.7,3.6,4,60.1,78.5,70.6,104,950,70,196,63
AUDI,2.0 TDI 150PS Ultra 18'' wheels,M6,1968,Diesel,4.8,3.7,4.1,58.9,76.3,68.9,108,974,70,196,63
AUDI,2.0 TDI 150PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,4.8,3.6,4,58.9,78.5,70.6,104,950,69,77,44
AUDI,2.0 TDI 150PS Ultra 7speed S-tronic 18'' wheels,D7,1968,Diesel,5,3.8,4.2,56.5,74.3,67.3,110,997,69,77,44
AUDI,2.0 TDI 190PS Ultra 17'' wheels,M6,1968,Diesel,5,3.7,4.1,56.5,76.3,68.9,106,974,69,167,49
AUDI,2.0 TDI 190PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,4.8,3.7,4.1,58.9,76.3,68.9,106,974,68,226,48
AUDI,2.0 TDI 150PS 18'' wheels,M6,1968,Diesel,4.8,3.7,4,58.9,76.3,70.6,106,950,70,104,55
AUDI,2.0 TDI 150PS 7speed S-tronic 18'' wheels,D7,1968,Diesel,5,3.8,4.2,56.5,74.3,67.3,109,997,69,77,44
AUDI,2.0 TDI 150PS Ultra 18'' wheels,M6,1968,Diesel,4.7,3.6,4,60.1,78.5,70.6,103,950,70,196,63
AUDI,2.0 TDI 150PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,4.7,3.5,3.9,60.1,80.7,72.4,101,927,69,77,44
AUDI,2.0 TDI 150PS Ultra 7speed S-tronic 18'' wheels,D7,1968,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,107,974,69,77,44
AUDI,2.0 TDI 190PS Ultra 17'' wheels,M6,1968,Diesel,4.8,3.5,3.9,58.9,80.7,72.4,102,927,69,164,49
AUDI,2.0 TDI 190PS Ultra 18'' wheels,M6,1968,Diesel,5,3.7,4.1,56.5,76.3,68.9,107,974,69,164,49
AUDI,2.0 TDI 190PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,4.7,3.5,4,60.1,80.7,70.6,103,950,68,226,48
AUDI,2.0 TDI 190PS Ultra 7speed S-tronic 18'' wheels,D7,1968,Diesel,4.9,3.8,4.2,57.6,74.3,67.3,109,997,68,226,48
AUDI,3.0 V6 TDI 218PS 7speed S-tronic 17'' wheels,D7,2967,Diesel,4.8,4,4.2,58.9,70.6,67.3,109,997,69,196,41
AUDI,2.0 TDI 190PS Ultra 17'' wheels,M6,1968,Diesel,5,3.7,4.1,56.5,76.3,68.9,106,974,69,167,49
AUDI,2.0 TDI 190PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,4.7,3.6,4,60.1,78.5,70.6,105,950,68,226,48
AUDI,2.0 TDI 190PS 7speed S-tronic 17'' wheels,D7,1968,Diesel,4.9,3.8,4.2,57.6,74.3,67.3,109,997,68,226,48
AUDI,2.0 TDI 190PS Ultra 17'' wheels,M6,1968,Diesel,5,3.7,4.1,56.5,76.3,68.9,108,974,69,167,49
AUDI,2.0 TDI 190PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,4.8,3.7,4.1,58.9,76.3,68.9,106,974,68,226,48
AUDI,2.0 TDI Ultra 190PS 7speed S-tronic 17'' wheels,D7,1968,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,110,997,70,93,55
AUDI,2.0 TDI Ultra 190PS 7speed S-tronic 18'' wheels,D7,1968,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,110,997,70,93,55
AUDI,1.6 TDI 116PS 7speed S-tronic 16'' & 17'' wheels,D7,1598,Diesel,4.4,4,4.1,64.2,70.6,68.9,109,974,68,371,63
BMW,116d 17'' tyres,A8,1496,Diesel,4.4,3.6,3.9,64.2,78.5,72.4,103,927,68,86,25
BMW,116d 17'' tyres,M6,1496,Diesel,4.5,3.5,3.9,62.8,80.7,72.4,103,927,68,173,29
BMW,116d 18'' tyres,M6,1496,Diesel,4.7,3.6,4,60.1,78.5,70.6,106,950,68,173,29
BMW,116d 18'' tyres,A8,1496,Diesel,4.6,3.8,4.1,61.4,74.3,68.9,107,974,68,86,25
BMW,118d 16'' tyres,M6,1995,Diesel,4.8,3.5,4,58.9,80.7,70.6,104,950,75,249,29
BMW,118d 17'' tyres,A8,1995,Diesel,4.7,3.6,4,60.1,78.5,70.6,105,950,73,169,30
BMW,118d 17'' tyres,M6,1995,Diesel,5,3.6,4.1,56.5,78.5,68.9,109,974,75,249,29
BMW,118d 18'' tyres,A8,1995,Diesel,4.9,3.8,4.2,57.6,74.3,67.3,110,997,73,169,30
BMW,120d 17'' tyres,A8,1995,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,109,974,69,102,20
BMW,116d 17'' tyres,A8,1496,Diesel,4.4,3.6,3.9,64.2,78.5,72.4,103,927,68,86,25
BMW,116d 17'' tyres,M6,1496,Diesel,4.5,3.5,3.9,62.8,80.7,72.4,103,927,68,173,29
BMW,116d 18'' tyres,M6,1496,Diesel,4.7,3.6,4,60.1,78.5,70.6,106,950,68,173,29
BMW,116d 18'' tyres,A8,1496,Diesel,4.6,3.8,4.1,61.4,74.3,68.9,107,974,68,86,25
BMW,118d 16'' tyres,M6,1995,Diesel,4.8,3.5,4,58.9,80.7,70.6,104,950,75,249,29
BMW,118d 17'' tyres,A8,1995,Diesel,4.7,3.6,4,60.1,78.5,70.6,105,950,73,169,30
BMW,118d 17'' tyres,M6,1995,Diesel,5,3.6,4.1,56.5,78.5,68.9,109,974,75,249,29
BMW,118d 18'' tyres,A8,1995,Diesel,4.9,3.8,4.2,57.6,74.3,67.3,110,997,73,169,30
BMW,120d 17'' tyres,A8,1995,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,109,974,69,102,20
BMW,216d Active Tourer - 16'' & 17'' tyres,A6,1496,Diesel,4.4,3.6,3.9,64.2,78.5,72.4,103,927,67,95,61
BMW,216d Active Tourer - 18'' tyres,A6,1496,Diesel,4.7,3.8,4.1,60.1,74.3,68.9,108,974,67,95,61
BMW,216d Active Tourer – 18'' tyres,M6,1496,Diesel,4.6,3.6,3.9,61.4,78.5,72.4,104,927,69,99,53
BMW,218d Active Tourer - 16'' & 17'' tyres,A8,1995,Diesel,4.7,3.8,4.1,60.1,74.3,68.9,109,974,71,143,32
BMW,218d Active Tourer - 16'' & 17'' tyres,M6,1995,Diesel,4.8,3.7,4.1,58.9,76.3,68.9,109,974,70,269,44
BMW,220d - 17'' tyres,A8,1995,Diesel,4.8,3.8,4.1,58.9,74.3,68.9,109,974,69,102,20
BMW,218d Coupé – 17'' tyres,A8,1995,Diesel,4.9,3.6,4.1,57.6,78.5,68.9,108,974,73,169,30
BMW,220d Coupé – 17'' tyres,A8,1995,Diesel,4.6,3.6,3.9,61.4,78.5,72.4,104,927,69,102,20
BMW,220d Coupé – 18'' tyres,A8,1995,Diesel,4.8,3.7,4.1,58.9,76.3,68.9,107,974,69,102,20
BMW,216d Gran Tourer - 16'' & 17'' tyres,M6,1496,Diesel,4.7,3.8,4.1,60.1,74.3,68.9,108,974,69,99,53
BMW,216d Gran Tourer - 16'' & 17'' tyres,A6,1496,Diesel,4.7,3.8,4.1,60.1,74.3,68.9,109,974,67,95,61
BMW,316d - 16'' & 17'' tyres,A8,1995,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,109,974,68,232,28
BMW,316d - 16'' & 17'' tyres,M6,1995,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,109,974,69,313,42
BMW,320d EfficientDynamics - 18'' & 19'' wheels,A8,1995,Diesel,5,3.6,4.1,56.5,78.5,68.9,109,974,73,148,30
BMW,320d EfficientDynamics - 7.5Jx16'' & 17'' wheels,A8,1995,Diesel,4.8,3.5,4,58.9,80.7,70.6,104,950,73,148,30
BMW,320d EfficientDynamics - 7.5Jx16'' & 17'' wheels,M6,1995,Diesel,5,3.6,4.1,56.5,78.5,68.9,108,974,75,157,34
BMW,320d EfficientDynamics - 7Jx16'' wheels,M6,1995,Diesel,4.7,3.4,3.9,60.1,83.1,72.4,102,927,75,157,34
BMW,320d EfficientDynamics - 7Jx16'' wheels,A8,1995,Diesel,4.8,3.5,4,58.9,80.7,70.6,104,950,73,148,30
BMW,320d EfficientDynamics - 7Jx16'' wheels,M6,1995,Diesel,5,3.6,4.1,56.5,78.5,68.9,107,974,75,157,34
BMW,418d Coupé - 17'' tyres,A8,1995,Diesel,5,3.6,4.1,56.5,78.5,68.9,109,974,68,175,24
BMW,418d Coupé - 17'' tyres,M6,1995,Diesel,5,3.7,4.2,56.5,76.3,67.3,110,997,69,274,32
BMW,420d Coupé - 17'' tyres,A8,1995,Diesel,4.7,3.6,4,60.1,78.5,70.6,106,950,73,128,23
BMW,420d Gran Coupé - 17'' tyres,A8,1995,Diesel,4.7,3.6,4,60.1,78.5,70.6,106,950,73,128,23
BMW,518d - 17'' tyres,A8,1995,Diesel,4.9,3.8,4.2,57.6,74.3,67.3,110,997,69,333,55
BMW,520d - 17'' tyres,A8,1995,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,109,974,69,145,31
BMW,520d - 17'' standard tyres,A8,1995,Diesel,4.7,3.8,4.1,60.1,74.3,68.9,108,974,67,72,13
BMW,X1 sDrive18d - 17'' & 18'' tyres,M6,1995,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,109,974,69,222,37
CITROEN,BlueHDi 100 S&S ETG6,AMT6,1560,Diesel,4.3,4.1,4.2,65.7,68.9,67.3,109,997,67.2,179,46
CITROEN,BlueHDi 100,M5,1560,Diesel,4.7,3.5,3.9,60.1,80.7,72.4,101,927,69.2,349,72
CITROEN,BlueHDi 120 S&S EAT6 (17'' wheels) 10/16 production onwards,A6,1560,Diesel,4.6,3.7,4,61.4,76.3,70.6,104,950,68,153,55
CITROEN,BlueHDi 120 S&S EAT6 (11/16 production onwards),A6,1560,Diesel,4.4,3.7,3.9,64.2,76.3,72.4,103,927,68.4,118,59
CITROEN,BlueHDi 150 S&S (17 inch wheels) - production up to 12/15,M6,1997,Diesel,4.4,3.7,4,64.2,76.3,70.6,105,950,73.1,164,45
CITROEN,BlueHDi 120 S&S  (17 inch wheels),M6,1560,Diesel,4.5,3.8,4,62.8,74.3,70.6,106,950,69.1,293,72
CITROEN,BlueHDi 120 S&S (16 inch wheels),M6,1560,Diesel,4.6,3.7,4,61.4,76.3,70.6,105,950,69.1,293,72
CITROEN,BlueHDi 120 S&S EAT6 (11/16 production onwards),A6,1560,Diesel,4.6,3.7,4,61.4,76.3,70.6,106,950,68.4,118,59
CITROEN,BlueHDi 120 S&S EAT6 (16 inch wheels),A6,1560,Diesel,4.5,3.6,3.9,62.8,78.5,72.4,103,927,68.4,118,59
DS,BlueHDi 120 S&S (18'' wheels),M6,1560,Diesel,4.5,3.6,3.9,62.8,78.5,72.4,103,927,68.6,204,58
DS,BlueHDi 120 S&S EAT6 (17 inch wheels) 10/16 production onwards,A6,1560,Diesel,4.6,3.7,4,61.4,76.3,70.6,105,950,66.8,144,53
DS,BlueHDi 120 S&S EAT6 (18 inch wheels) production up to 09/16,A6,1560,Diesel,4.8,3.8,4.1,58.9,74.3,68.9,108,974,66.8,144,53
DS,BlueHDi 150 S&S (18'' wheels)(production up to 12/15),M6,1997,Diesel,4.4,3.6,3.9,64.2,78.5,72.4,103,927,72.3,292,51
DS,BlueHDi 120 S&S (18'' wheels),M6,1560,Diesel,4.5,3.6,3.9,62.8,78.5,72.4,103,927,68.6,204,58
DS,BlueHDi 120 S&S EAT6 (18 inch wheels) production up to 09/16,A6,1560,Diesel,4.8,3.8,4.1,58.9,74.3,68.9,108,974,66.8,144,53
DS,BlueHDi 120 S&S,M6,1560,Diesel,4.6,3.6,4,61.4,78.5,70.6,104,950,68.7,150,27
DS,BlueHDi 120 S&S EAT6,A6,1560,Diesel,4.8,3.7,4.1,58.9,76.3,68.9,108,974,68.7,106,64
FIAT,1.3 MultiJet 95 bhp,M5,1248,Diesel,4.6,3.8,4.1,61.4,74.3,68.9,107,974,66.5,224,59
FIAT,1.6 MultiJet 120 bhp (4 x 2),M6,1598,Diesel,4.7,3.8,4.1,60.1,74.3,68.9,109,974,72,125,67
FIAT,1.3 16v MultiJet 95 bhp - Dualogic - Euro 6,SAT5,1248,Diesel,4.5,3.6,3.9,62.8,78.5,72.4,104,927,72,221,65
FIAT,1.3 MultiJet 95 bhp,M5,1248,Diesel,4.9,3.6,4.1,57.6,78.5,68.9,107,974,72,214,69
FIAT,1.3 16v MultiJet 95 bhp,M5,1248,Diesel,4.9,3.6,4.1,57.6,78.5,68.9,107,974,72,214,69
FIAT,1.3 16v MultiJet 95 bhp Dualogic,SAT5,1248,Diesel,4.5,3.6,3.9,62.8,78.5,72.4,104,927,72,221,65
FIAT,1.3 16v MultiJet 95 bhp Dualogic Trekking,SAT5,1248,Diesel,4.5,3.7,4,62.8,76.3,70.6,106,950,72,221,65
FIAT,1.3 16v MultiJet 95 bhp Trekking,M5,1248,Diesel,5.1,3.6,4.2,55.4,78.5,67.3,109,997,72,322,73
FIAT,1.3 16v MultiJet 80 bhp,M5,1248,Diesel,4.8,3.6,4,58.9,78.5,70.6,106,950,71.5,354,66
FIAT,1.3 16v MultiJet 80 bhp - Dualogic,SAT5,1248,Diesel,4.7,3.5,3.9,60.1,80.7,72.4,103,927,70,252,45
FIAT,1.3 16v MultiJet 95 bhp - Euro 6,M5,1248,Diesel,4.8,3.6,4,58.9,78.5,70.6,106,950,71.5,189,51
FORD,1.5 TDCi Stop-Start (120PS),M6,1499,Diesel,4.7,3.7,4.1,60.1,76.3,68.9,105,974,67,420,43
FORD,1.5 TDCi Stop-Start (120PS),MPS6,1499,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,109,997,68,339,71
FORD,1.5 TDCi Stop-Start (120PS),M6,1499,Diesel,4.7,3.7,4.1,60.1,76.3,68.9,105,974,67,420,43
FORD,2.0 Duratorq TDCi (150PS) With Stop/Start - 5 Door,M6,1997,Diesel,4.7,3.7,4,60.1,76.3,70.6,105,950,71,329,69
FORD,2.0 Duratorq TDCi (150PS) With Stop/Start - Estate,M6,1997,Diesel,4.7,3.7,4,60.1,76.3,70.6,105,950,71,329,69
FORD,2.0 Duratorq TDCi (185PS) With Stop/Start - 5 Door,M6,1999,Diesel,5,3.8,4.2,56.5,74.3,67.3,110,997,72,244,68
FORD,2.0 Duratorq TDCi (185PS) With Stop/Start - Estate,M6,1999,Diesel,5,3.8,4.2,56.5,74.3,67.3,110,997,72,244,68
FORD,2.0 Duratorq TDCi (150PS) With Stop/Start - 5 Door,M6,1997,Diesel,4.7,3.7,4,60.1,76.3,70.6,105,950,71,329,69
FORD,2.0 Duratorq TDCi (150PS) With Stop/Start - Estate,M6,1997,Diesel,4.7,3.7,4,60.1,76.3,70.6,105,950,71,329,69
FORD,2.0 Duratorq TDCi (185PS) With Stop/Start - 5 Door,M6,1999,Diesel,5,3.8,4.2,56.5,74.3,67.3,110,997,72,244,68
FORD,2.0 Duratorq TDCi (185PS) With Stop/Start - Estate,M6,1999,Diesel,5,3.8,4.2,56.5,74.3,67.3,110,997,72,244,68
